"","p_cntrl7291","p_cncr8189","p_cntrl2338","p_cncr4009","p_cncr4149","p_cncr8106","p_cncr7486","p_cncr3370","p_cntrl7734","p_cncr4167","p_cntrl3474","p_cncr7831","p_cntrl3963","p_cncr7735","p_cncr5687","p_cncr8514","p_cntrl9441","p_cncr4667","p_cntrl1189","p_cntrl5569","p_cncr3070","p_cncr7179","p_cncr9820","p_cntrl1085","p_cntrl2636","p_cncr5196","p_cncr8934","p_cncr2543","p_cncr8186","p_cncr2876"
"01000100101010101001",73240,838695,28787,2021,77384,12825,36252,1908729,122702,257845,15100,19488,6086,26831,889206,2380143,195522,488364,40708,38219,11040,337,890393,1287949,71763,6305,22857,4353937,697,13102
"11011101001011111010",5887,982468,6495,172962,522589,6468,10210,379497,271253,9210,291702,590,248413,284693,18723110,12903,9962,16935,502636,320200,58883,27374,334915,369,31455,11919,11114,30882,2371396,991911
"11001110111111100010",396622,1247975,2293,5362230,705377,163839,369963,1291929,6062,560370,3621849,517,879366,1591,237248,29058,16099,337500,610901,1497,692866,157684,3223,10638,318582,100766,9703,130186,1255491,162036
"10011010101101101100",288141,7529979,10551,153715,437004,38051,153598,308833,863,5742,266636,29,462234,10650,50038,235212,579,1300282,21153,64440,1247144,286521,17751,71917,534015,289307,8051479,336960,536715,16657
"11001100110011011010",3328,664550,6959,112021,202882,394808,3012765,3783338,155141,166867,4162753,134630,9932160,275969,1009182,418080,116517,118741,934385,15912,67026,1399056,112265,5504,33640,1607,570,201594,1335053,1076132
"10011001101011010011",4,1,46,11440,28165,2,89,0,485,13,1494,0,60,0,1911,5,84,9657,289,330,91,4,5,6733,18102,13501,13,5,1810,414585
"00000010011000111111",1346,2766,28291,16893,2294,1473,365679,6695,6745,239478,632674,1298506,30513,18,264384,50028,64664,6851065,26961,2332110,360,7700,1856718,402946,974800,675653,1993228,81149,12762,45018
"10101010101001001110",230,0,6019,1,1,0,1479,19,2,0,15678949,0,18718,0,1,0,19043,0,4,9083,2,4,0,490,7943,0,5620,0,3057,27
"11101100111010111110",87,0,864,1,3,0,4,8,20,0,5056536,0,11354,0,13,1,6384,0,185,19971,0,0,0,2098,4267,0,11,0,1186,753
"10110100010111000010",72863,179622,108439,216330,397369,1246,88730,70039,5178,107867,20332,47209,17093,17893,8721,18010,378919,73915,6073,102113,45198,4522654,601095,6630,750809,20639878,2972,26665,29097,11805212
"01000110101100111101",395490,133969,26828,4665,4607,272517,31531,14692,17812,225979,57109,9673,11482,12615,421873,477057,643833,1254047,168766,111819,1001,2517,50290,35394667,781587,4886,100596,888403,17269,2600
"10111001001010100101",684,0,340158,0,32,0,0,0,411,0,8929,0,261,0,17,0,471,0,7,81240,0,0,0,2564,8602,1,25,0,7,445
"10111110100001001000",34794,3230544,50670,3901,80550,192517,275710,2074471,46591,2487,2925244,724,147940,1870083,17885,44076,26331,76797,4309,75797,20072570,36124688,21328,856,55376,29997,48040,7266467,567952,70936
"00100101010111101101",3698,0,25409,2,0,0,0,3,0,1,9880,0,3,0,0,0,12257676,4,1,43960,0,0,0,4960,44137,330,1,0,3,5076
"01101010101110101100",6834,0,6701,0,0,1,1,59,0,0,287772,0,461,0,3,1,53799,2,6,1590,0,0,0,293877,4110,0,559,0,65,121
"10111000110010110001",354,38927,333513,7255,592720,32564,3851,15273,1151110,1476511,109556,3175691,752664,1803,630811,25233063,1443,158169,468504,97423,109266,48155,201956,11046,234632,14086,148,1475699,56256,3001776
"00001101001000100100",379592,2901559,58744,56934,4586276,5945,421,9337,65305,47955,42798,7319,20042,31379,32693,4900,207,13535,195573,417484,2814,1793,343785,45516,109062,14628,3382402,15510,12637,41754
"11100001110011111100",14,0,22245,0,0,0,8,184,1,0,335380,0,24812,0,12,1,76167,3,54,234,0,0,0,1441,4101,0,0,2,1428,627
"01000110000010111000",2260,378250,23106,12,493,94640,6088,729455,36241,183008,244040,52692,37367,79489,2539438,366745,1343002,2520047,33516,13811,11105,112924,4280111,1795457,18847,15785,38136,1274726,31519,242070
"00000011000011011100",1,3,347,11,2,11,9,10,0,6,947,1,4,0,110,10,6241,1327968,4,169,0,136,1499,712155,16768,251288,801,8,318,353747
"10100011001001111010",29,2359,66840,72409,779,29925,1333551,192245,2018,475,977119,1267,136600,5409,392426,238,52424,98628,24885,99702,52573,3237910,99557,111,1005186,137432,4858471,110241,61269302,143459
"10100101000000101110",26,0,2132,0,1,0,1,2,10,0,758306,0,1375,0,0,0,11361,0,4,16574,0,0,0,1219,10994,15,9910,0,204,395
"11101110111010110001",7029,20334,366596,31412,38921,642120,8881,51719,1508773,2391274,839810,160128,119945,914,4220442,675757,14102,35715,645292,35079,42324,32730,9567,14708,424504,531,111,4569011,390567,83510
"01011011101111110010",116183,155779,6426,166726,273758,728680,32947,193503,10769,27643,570729,684,420201,4365,3438585,8581,33863,599881,6467352,3484,541075,80084,1188,12878,25450,6436,2030,12594,762375,193725
"01010000100110001011",141696,237587,31501,1098,182562,83621,769233,652680,208194,19366,10195,168426,67061,743654,143208,1270898,933742,472743,37347,23253,321719,8062,99103,12860892,58992,64769,16059,61656,185,181766
"11101011100010011100",0,0,32,0,0,0,0,0,0,0,32640,0,3,0,0,0,216,0,0,1,0,0,0,79616,196,0,0,0,12,306
"01010111111110001101",49829,8,55,958,219,17,4,17,3,90,136,0,0,0,42,652,1364,235489,1,338,1,0,11,13226881,25299,876577,15,25,0,11055
"00011100000100011000",418023,2121718,7364,542,301669,95353,7541,11088,34720,557796,17884,11637,10603,31174002,263021,647903,307697,63223,4569,1150464,3947,285104,76018,1053018,22374,55549,335931,13457,34289,2674170
"01011101011111100101",54093944,9775913,183296,4509660,1709287,863,62,28872,24833,1588134,3960,2153,1709,697,694333,228196,29623,71169,163218,664709,202,211,159065,70180,371322,453813,102,25639,1010,505943
"11110110100101100001",304426,1296312,75152,12159,13689,20165,26481,108937,156429,4864,178919,296,63414,60646,59198,65793,962211,187422,45831,3709,4175490,370126,24279,119896,1163776,336247,722,23783714,168577,42050
"11110011011011100001",31785,67665,3216226,49919,4346,1100,14391,851559,108315,4632,27969,915,8112,112,2820407,11343,34155,83895,6237,19574,189734,25639,138199,1143,511478,666068,177,4551154,31898,107613
"00111110001110000001",3633433,141800,1725746,4734,285835,54460,537,3229,98795,2916755,4486,10903,107,18885,192443,21963,357934,16237,2273,2392267,20801,87209,6391,216369,299138,87934,9244,55771,799,382426
"00101100100011011100",253,0,17383,0,1,0,1,6,1,0,463146,0,1138,0,2,0,1843496,2,37,31550,0,1,0,5841,982,0,1,0,117,1361
"00110100110011011000",10972,129736,73920,3011,17032,17405,93009,1881131,1395,404065,58723,606496,5598,13479,68599,4766936,1921177,3017031,10529,208480,3352,3205394,1892087,4878,25751,129102,70,2038559,11472,1510972
"11111100000100011010",23619,100383,18538,6933,133269,488135,53968,22924,985493,3242,183039,57997,250684,201680862,270498,80373,146573,1190,35733,853597,90574,2587587,27031,66712,194681,21642,161778,3006,2455331,5737798
"01100010001101110010",7380,3302,31449,39423,512,45285,387490,47576,1271,2243,311088,5907,69065,952,529934,1015,5796954,347052,123833,17976,8240,4017743,27676,77766,1176389,314248,260770,9915,11440579,526460
"10000010000101000000",57821,1359489,211669,1622,10633,32526,2409945,96866,5985,6348,33671,87,398915,93582,54512,995,366550,211539,2042,1327,682956,12975666,32190,821323,516631,512723,1954464,419451,382601,114780
"10010001100100000011",53,2,10,870,14758,4,299,0,272,1,324,0,27,10,7,8,119,9701,10,20,930,1,4,1758960,65129,1502727,2629,4,73,153086
"10001001011110010110",17,0,82,54938,12185,26,12,0,6,151,271,4,32,0,102,10,6,3080,73,709,0,3,11,424494,209065,198542,4933,0,2359,4245848
"00001110111011010010",46324,62214,11385,206215,365421,142639,1036373,124812,6971,5562545,5253784,81453,133446,174,394736,5649,165634,1453179,668368,41480,28112,1751344,10185,3326,24095,4955,1049,125629,136861,147268
"11010010110111111001",11638,410009,31625,5345,1514,51546,281461,1132674,10111,359459,103356,2267,355568,2550,5185237,14790763,1199994,15246813,34799,3002,110190,83437,98724,475078,279985,284618,122,14431914,106015,267280
"00111101100111100001",253337,2329969,147643,374155,1553371,48119,84,42836,14819,1430957,15411,6493,3655,34549,27424,405948,127010,84896,432376,95269,25430,15795,24352,2502,280598,94271,91,293876,9419,1721552
"10101110010011100000",2982,980533,176964,44790,22086,13376,2901,505941,6779,843880,1838033,14089,111652,758,57827,59841,20150,239177,19971,25578,106860,5517159,476305,463,416736,685186,4941,1482838,824771,3464104
"00101011101110111101",345,0,47304,0,0,1,0,0,1,1,70574,0,71,0,13,0,120868,1,29,25918,0,0,0,24040,13807,0,31,0,75,142
"11010111010100000101",15366,25,141,278,217,2,2,0,334,5,363,0,1,1,22,13,441,9498,1,87,14,1,26,20910736,112154,5868572,43,26,11,56358
"10001110010101000000",1125099,7454701,34056,89392,112575,59036,214594,84827,7277,699548,448355,216,157290,106648,39794,6142,122846,75360,2970,9933,108116,6541349,7135,40319,311113,610362,80769,255261,614723,613159
"00001011010111010111",22,0,169,22518,78,18,3,0,1,1439,4286,10,8,0,73,5,7583,256720,117,659,0,17,14,380864,210356,1202604,14,0,349,6250568
"10000110001010101000",4230,706604,41355,486,22037,7170,42211,599515,10088,156570,55790,619,9922,18500,397712,34981,10173,473779,1345,41953,138918,50171,1588848,96847,147468,184701,10085430,2452494,29062,33566
"10110000101100100100",7274,0,4935,0,19,0,5,0,3,0,11502,0,1063,0,0,0,1915,1,2,1716,0,0,0,223371,16362,15,2123,0,53,65
"10101110000111010100",1086,0,154791,0,0,0,0,0,3,0,180121,0,1652,0,5,0,1982460,0,13,7123,0,10,0,31122,15855,0,3,0,1795,3289
"10011001011011111010",699,124899,8124,1017322,509189,2015,81687,369082,7566,91581,263033,4382,307565,2720,5072881,74115,1242,199718,75361,478742,15313,47184,342916,69,65439,338300,41782,16052,1613159,4438970
"11001111111100111010",57574,76346,574,1435750,127765,8475639,599857,319064,21003,120744,6388663,999,558546,748323,581927,39842,3440,36394,395650,9415,94071,19055,348,6113,153196,5348,270898,36699,13134258,50420
"10001011110111010111",6,1,125,83054,658,171,48,0,7,444,13145,2,277,0,44,13,312,124353,769,53,4,26,2,151937,377604,93992,8,2,2823,758211
"01001110000011000001",421262,6544143,734583,949,17250,33631,7785,228276,1233704,354831,240425,6344,43193,18212,1721501,6792,4919143,99337,54606,25810,82252,269097,108848,306828,41778,4582,284,1598261,4239,170124
"00100101000110101100",1288,0,12727,0,0,0,0,3,0,0,6251,0,11,0,0,0,385842,1,1,12678,0,0,0,57584,8152,24,392,0,5,2263
"00101111110000011010",2,0,2,1413,51,1302,70,13,3,36,623367,33,4,2,4,31,730,44615,14,409,7,186,2,1916,7973,81468,489,3,8505,973234
"11101000000110100010",1331,106502,101094,28029,236881,304647,9310,116855,187023,9166,102060,147520,2982259,324134,99254,94162,6272,4982,445568,9954,282034,367831,88228,114414,1092896,71793,618453,1652,1166635,13932394
"01100110111011100110",5042,0,1740,1,0,0,10,49,0,0,8828609,0,502,0,1,0,649797,23,50,667,0,0,0,3532,3344,10,1,1,27,63
"11001110110010000010",51177,721404,19367,8874,948668,1246889,970351,1349052,2263641,100442,12294904,144220,6664414,115450,87196,23667,3458,57702,490455,1086,16186550,488317,11723,62379,21790,2444,4502,377728,35150,78565
"11000010101100001000",341347,358392,46824,1142,16505,2845301,39563416,3602402,22048,884,36425,83,246823,3211117,234959,35100,31907,65363,1854,965,2464123,279156,1582,5799247,170082,6115,13785159,617228,164169,2371
"00001110111010000001",1068375,354168,181126,14673,867125,119179,65736,92676,159083,28908121,195765,63711,5454,786,213117,99022,29514,287910,24109,63499,46431,11417,6591,125525,42206,3754,1857,2069961,389,16951
"10010011011100001000",743,3,11,355,106,4,331,20,0,3,197,0,0,2,50,21,80,43583,0,97,33,6,4,350297,29547,51683317,124028,6,322,134237
"10001011000000011000",1,3,31,9,28,284,57,4,52,2,11222,0,68,38,403,8,77,8391,1,80,53,138,9,114019,8697,22139,63953,7,32920,470468
"00000001001111011011",5,0,44,7033,39,2,108,1,0,118,39,0,0,0,788,6,183281,85073,3,1632,0,2,44,295454,156865,1298744,1151,0,528,2607987
"00010000110110011010",12488,28202,4835,3106,193484,126286,1749538,245607,1888,705574,31999,1661452,89544,57485,65884,5103919,192394,5695701,30984,39876,14645,163674,164315,954445,28394,344324,21779,14225,2952,2000718
"00001010100000010111",3442,23390,170720,2024,202316,547656,337736,949,2028407,73670,3718169,5210569,5289638,2950,57072,6825,17914,352388,5735875,120811,162856,235773,23167,1687926,151048,413,63524,72040,14823,19287
"00111001010011011111",0,0,8,0,0,0,0,0,0,0,7956,0,0,0,0,0,21007,1,0,2456,0,0,0,1234,547,120,0,0,0,71024
"01101100011010001000",307911,215564,260824,13456,48253,116659,18634,5919067,26669,194526,35114,226749,1728,179889,348906,821907,78991,8432,1617,789384,955,93131,163125,19300,51141,16239,24175,27794,9474,1145541
"10000000111100110010",3605,9114,1817,344695,814411,33561,8254189,13119,5467,174771,112833,32597,1813191,3435,104064,112038,3055,419352,285586,4677,27198,41076,19628,220967,808340,176671,1856068,26036,1563635,192445
"11000111001100110101",251966,124209,566049,16696,18814,63976,2951,462,718322,41516,10495,643,32404,27361,1635577,1599,33326,11199,302281,46015,2373,1611,27140,4151978,2754190,4781,60318,237915,134242,5320
"10000000111001110001",2438,66219,43879,171851,84864,1017,3300891,34150,35294,266641,67561,5606,697692,89,1626010,206247,35100,1048214,123665,12202,8581,24552,163029,28266,796435,43867,5828,9636008,584834,43481
"10000110000001111110",195,250401,8787,7101,3676,2684,192336,21399,8284,8661,5240107,15093,1608012,4482,61183,2809,99430,2441221,188963,169747,30219,2552726,11044754,34854,738793,353993,2243269,450860,2380611,103272
"10000011011001110101",4836,41539,1031095,167858,6256,1067,82356,3795,24952,58030,81485,2313,140049,13,1176035,1764,9595,448579,84006,76030,1520,18828,273932,16558,2347104,104828,16798,1725776,298918,14546
"10010011110111001001",98,13,48,1136,61,9,189,79,1,60,423,0,1,0,47,411,2882,969734,0,14,79,8,8,152124,50340,13344921,20,299,56,244536
"01101010101101110100",8115,0,4396,0,0,0,3,2,1,0,1354871,0,5006,0,13,0,645610,2,121,709,0,0,0,76406,7436,0,18,0,9483,129
"01111110000110001011",296795,132046,155572,2503,19432,372732,3456,95414,341431,121810,165241,170740,2359,1210039,137778,82774,3681132,24906,8286,1421209,115001,207043,23836,232722,163851,124090,7878,16283,2261,1835988
"00010100100001110111",10711,343504,7659,25238,629522,166,18978,1153,197405,60690,530813,550623,374946,384,35670,48428,194803,5546935,7883211,368164,19261,22390,7986048,192470,216357,131919,1194,915150,6614,68411
"11111100011011101101",11638,0,18486,1,1,0,0,12,28,0,123818,0,90,0,58,1,115867,0,1,329834,0,0,0,1055,10033,19,0,1,24,1505
"00011110011111001000",14370329,4777525,19419,66066,100525,13246,27719,1117068,194,5569870,39355,248,354,9857,292860,171870,527833,1175414,225,614836,6204,449127,25037,22287,39997,3041862,25211,76482,5615,841818
"10101011000111100101",342,0,399051,0,0,0,0,0,4,0,87949,0,1312,0,3,0,115522,0,14,2495,0,0,0,4216,83783,4,10,0,297,1502
"11100001100000101000",588,192835,89099,1916,12994,718656,310863,13862520,117169,55,128870,8412,1274071,8161014,37592,248223,1783,14842,46699,1225,1414765,67189,123957,13748,162249,5606,811280,1259692,737636,41845
"00100111101001011010",3,0,6,2547,10,55,803,17,0,1,40876,0,0,0,16,0,22408,99022,7,367,4,429,7,1485,24874,125604,1602,11,21781,57749
"10111010101001010001",11679,32681,1308146,12444,91569,79380,603495,9496,916216,9328,279919,2208,231982,4203,1737673,7517,38134,30407,61405,184460,1748613,4814260,1883,3570,289997,1346,2052,4016408,1220415,27789
"11110001110101101011",14325,84453,15126,2760634,24651,17621,859576,2464440,14397,859,187884,5617,223100,110630,31801,384624,102444,107502,41377,14530,253995,26209,29987,1631,1561474,2932227,3345,321282,331346,512364
"10110110101000011101",1672,0,39927,0,0,0,19,0,149,0,164901,0,86,0,8,0,249022,0,1,111237,0,0,0,59477,4978,0,19,19,17,4
"01111000110001011010",8162,44559,7916,44438,26883,160063,3250018,4410636,35211,1523,5584431,1042149,1409053,135331,185458,881571,272608,237831,148821,134142,101863,7601286,46637,1811,20766,23715,999,40620,934502,2510573
"00000011010111100100",89917,922291,298657,53383,8022,12558,3377,194916,61,402273,25284,7173,28371,62,13708,25787,43171,8654194,41467,4063,1514,78578,670876,190950,561852,5291387,27000,61133,6797,424696
"00011110011010110011",30282,31841,10439,21031,398735,1126,1981,1693,290290,35231040,929899,442786,6050,51,3096951,61204,43137,1192172,140822,2256804,9987,5459,209516,19543,51991,252902,1686,105736,3912,821916
"01000100001001000000",2508823,2908189,72424,4064,64974,1269,503955,594856,74124,2742,17268,520,14697,86724,467481,1352,1307033,37881,7025,19332,13955,191353,369099,357311,41021,30470,64004,340098,22095,31263
"11010001000001110111",1885,197218,181344,24198,77356,299,27626,3230,6343437,190,116863,25724,6420040,6321,1304552,2257,18237,62281,4353647,66967,75873,12530,3580770,72588,516894,53329,2900,144739,163693,129842
"10011100010111001111",327171,3773050,81369,1685359,2114513,1153,17337,17539,30945,1938551,44664,55019,49944,16029,38999,316037,74270,125284,19358,6301474,3706,57658,887959,51649,1334881,3413768,6087,17730,2782,3678506
"00111100110100000000",4933824,846803,20125,32669,3550099,206129,15312,77687,16303,426000,69856,138097,9929,918740,2220,1513455,19541,43013,10613,84651,72807,447080,6403,66111,61116,213597,7163,51845,6977,1250017
"01011000111101101100",9459255,9599971,2841,1111790,455914,10914,91124,4194926,462,12815,99551,1314,126497,6329,88313,13819255,4634,1804153,35158,88305,8465,13102,62961,220299,139195,632324,94713,41782,42902,128824
"10000010010110000110",18540,67645,404759,9231,102297,45181,516016,18766,9203,113591,65109,307023,701783,1383,7017,7022,6434,473688,26116,10190,80440,676270,293218,4029647,1207404,1234900,1083785,9149,4713,290367
"11001100111011000101",1842567,4923521,1117542,983512,3718428,12383,100290,191598,1197275,333451,53968,18403,407549,1180,544340,153373,7167,21040,528560,66950,12864,10684,85340,116900,419411,1040,117,1351646,5534,17383
"00001001111001100000",132792,1423559,7824,1674927,1404090,15813,206122,1939066,1820,68510,347894,1072,197052,1419,81752,52667,959,334398,127706,5616,30701,15964,12534,716,41934,46600,62144,216918,227261,85181
"01110101101011101000",122145,944997,47426,26784,53234,12957,7382,31597539,3800,1878,22540,1169,1720,67871,192691,246529,81996,195298,32448,38657,55730,19397,485903,1023,28623,44927,1564,1460537,17136,62397
"10010001100000011011",0,0,7,70,825,5,899,1,663,1,2358,1,61,12,112,41,216,29352,13,203,198,2,50,206750,14793,102451,1364,24,437,136058
"01101010100110000010",36092,36859,163862,3861,69562,38781198,193774,619253,59100,13641,755242,438681,721878,202408,20484,26466,97422,47044,517322,2144,2399326,3557226,1332,471178,108063,2968,43981,6104,57496,469592
"01110111111001111100",16258,0,1099,0,0,0,3,48,0,0,2548625,0,57,0,8,0,552757,12,4,5272,0,0,0,621,626,3,0,6,203,22
"01101100101010100010",19475,90026,15625,68656,1890873,165013,11155,580313,191381,32333,752915,503477,124460,21057,70778,79832,5810,21942,2446495,37795,177243,32063,72013,11872,73726,2663,37752,22057,61193,272151
"11010110101110011110",205525,89197,39837,3364,202908,576219,528951,42659,100998,11283,69620,13603,152976,184855,368408,39102,26423,200394,227368,73931,276948,136823,43335,5311163,150170,4133,70918,57392,18441,8205
"00011100111000000000",10963593,2599845,6232,20350,27984016,8491,146078,166857,127507,281319,125692,16141,14830,73879,44863,250060,1430,90118,10126,112561,202353,24272,17646,47650,6595,32017,27452,286815,1556,45460
"01000101011111011101",1598,3,199,16018,18,2,3,2,1,501,18,0,0,0,844,186,136199,59807,3,2769,0,0,201,3258116,194395,594400,4,2,53,634982
"01111010111001001110",36994,0,1168,1,0,0,432,230,2,0,27982379,0,1751,0,2,0,124382,3,2,14068,1,1,0,1096,608,4,19,0,79,66
"11110011001100010011",31,0,236,383,31,18,72,0,530,0,416,0,2,1,728,0,3490,827,4,277,43,13,1,585472,251539,345303,529,1,4763,217738
"10110000000111011000",1439,95233,965390,1152,6271,30123,89478,127805,2416,18289,1405,8326,35635,323949,441197,382807,1325616,128666,2266,173399,8543,17359099,748051,66841,512282,366233,23990,74967,419069,9067615
